dt,x,y,position,velocity,acceleration,jerk,heading
0.050000,3.205041,-0.211135,14.872644,1.415532,-0.498431,0.000000,4.038242
0.050000,3.161272,-0.265960,14.942798,1.390610,-0.498431,-0.000000,4.039082
0.050000,3.118327,-0.319848,15.011705,1.365688,-0.498431,0.000000,4.039966
0.050000,3.076206,-0.372800,15.079366,1.340767,-0.498431,0.000000,4.040895
0.050000,3.034910,-0.424816,15.145782,1.315845,-0.498431,-0.000000,4.041872
0.050000,2.994441,-0.475896,15.210951,1.290924,-0.498431,0.000000,4.042897
0.050000,2.954797,-0.526042,15.274874,1.266002,-0.498431,-0.000000,4.043974
0.050000,2.915981,-0.575253,15.337551,1.241081,-0.498431,0.000000,4.045104
0.050000,2.877993,-0.623530,15.398982,1.216159,-0.498431,-0.000000,4.046289
0.050000,2.840832,-0.670872,15.459167,1.191238,-0.498431,0.000000,4.047532
0.050000,2.804500,-0.717281,15.518106,1.166316,-0.498431,0.000000,4.048836
0.050000,2.768996,-0.762755,15.575799,1.141395,-0.498431,0.000000,4.050202
0.050000,2.734322,-0.807297,15.632245,1.116473,-0.498431,0.000000,4.051636
0.050000,2.700477,-0.850904,15.687446,1.091551,-0.498431,-0.000000,4.053139
0.050000,2.667462,-0.893579,15.741401,1.066630,-0.498431,0.000000,4.054715
0.050000,2.635276,-0.935319,15.794109,1.041708,-0.498431,-0.000000,4.056369
0.050000,2.603921,-0.976126,15.845571,1.016787,-0.498431,0.000000,4.058104
0.050000,2.573396,-1.015999,15.895788,0.991865,-0.498431,-0.000000,4.059926
0.050000,2.543700,-1.054939,15.944758,0.966944,-0.498431,0.000000,4.061838
0.050000,2.514835,-1.092944,15.992482,0.942022,-0.498431,-0.000000,4.063846
0.050000,2.486800,-1.130015,16.038960,0.917101,-0.498431,0.000000,4.065956
0.050000,2.459594,-1.166150,16.084192,0.892179,-0.498431,0.000000,4.068174
0.050000,2.433218,-1.201351,16.128178,0.867258,-0.498431,0.000000,4.070507
0.050000,2.407671,-1.235615,16.170918,0.842336,-0.498431,-0.000000,4.072961
0.050000,2.382953,-1.268942,16.212412,0.817414,-0.498431,0.000000,4.075544
0.050000,2.359062,-1.301333,16.252659,0.792493,-0.498431,0.000000,4.078265
0.050000,2.335999,-1.332785,16.291661,0.767571,-0.498431,-0.000000,4.081132
0.050000,2.313763,-1.363297,16.329416,0.742650,-0.498431,0.000000,4.084154
0.050000,2.292352,-1.392870,16.365926,0.717728,-0.498431,0.000000,4.087342
0.050000,2.271766,-1.421500,16.401189,0.692807,-0.498431,0.000000,4.090707
0.050000,2.252002,-1.449187,16.435207,0.667885,-0.498431,0.000000,4.094260
0.050000,2.233060,-1.475930,16.467978,0.642964,-0.498431,0.000000,4.098013
0.050000,2.214938,-1.501725,16.499503,0.618042,-0.498431,0.000000,4.101978
0.050000,2.197633,-1.526572,16.529782,0.593121,-0.498431,0.000000,4.106169
0.050000,2.181143,-1.550468,16.558815,0.568199,-0.498431,0.000000,4.110600
0.050000,2.165466,-1.573409,16.586602,0.543277,-0.498431,0.000000,4.115284
0.050000,2.150596,-1.595394,16.613143,0.518356,-0.498431,0.000000,4.120235
0.050000,2.136532,-1.616418,16.638438,0.493434,-0.498431,-0.000000,4.125466
0.050000,2.123268,-1.636478,16.662486,0.468513,-0.498431,0.000000,4.130989
0.050000,2.110800,-1.655570,16.685289,0.443591,-0.498431,-0.000000,4.136814
0.050000,2.099121,-1.673688,16.706845,0.418670,-0.498431,-0.000000,4.142948
0.050000,2.088224,-1.690828,16.727156,0.393748,-0.498431,0.000000,4.149393
0.050000,2.078103,-1.706984,16.746220,0.368827,-0.498431,0.000000,4.156148
0.050000,2.068747,-1.722149,16.764038,0.343905,-0.498431,0.000000,4.163199
0.050000,2.060147,-1.736315,16.780611,0.318983,-0.498431,0.000000,4.170526
0.050000,2.052292,-1.749475,16.795937,0.294062,-0.498431,0.000000,4.178091
0.050000,2.045168,-1.761619,16.810017,0.269140,-0.498431,-0.000000,4.185842
0.050000,2.038761,-1.772740,16.822851,0.244219,-0.498431,0.000000,4.193704
0.050000,2.033056,-1.782826,16.834439,0.219297,-0.498431,-0.000000,4.201580
0.050000,2.028034,-1.791867,16.844781,0.194376,-0.498431,0.000000,4.209343
0.050000,2.023679,-1.799852,16.853876,0.169454,-0.498431,0.000000,4.216843
0.050000,2.019970,-1.806770,16.861726,0.144533,-0.498431,-0.000000,4.223900
0.050000,2.016890,-1.812611,16.868330,0.119611,-0.498431,0.000000,4.230317
0.050000,2.014419,-1.817365,16.873687,0.094690,-0.498431,0.000000,4.235886
0.050000,2.012541,-1.821023,16.877799,0.069768,-0.498431,0.000000,4.240404
0.050000,2.011243,-1.823577,16.880664,0.044846,-0.498431,0.000000,4.243688
0.050000,2.010513,-1.825022,16.882283,0.019925,-0.498431,0.000000,4.245596
0.050000,2.010289,-1.825467,16.882781,0.000000,-0.398498,1.998649,4.246191
0.050000,2.010289,-1.825467,16.882781,0.000000,0.000000,7.969970,4.246191
0.050000,2.010289,-1.825467,16.882781,0.000000,0.000000,0.000000,4.246191
